-7.895 -62.2197 0.00315
-7.796 -60.8144 0.00308
-7.471 -58.1212 0.00294
-7.097 -55.3393 0.0028
-6.807 -52.5137 0.00266
-6.475 -50.2564 0.00255
-6.157 -47.7207 0.00242
-5.889 -44.9607 0.00228
-5.564 -42.5089 0.00216
-5.254 -40.4229 0.00206
-4.985 -37.7105 0.00192
-4.675 -35.6408 0.00182
-4.399 -33.2894 0.0017
-4.11 -31.0341 0.00159
-3.82 -28.7113 0.00147
-3.538 -26.5611 0.00136
-3.213 -24.3174 0.00125
-2.853 -22.0328 0.00114
-2.846 -19.8014 0.00103
-2.817 -18.0005 0.00094
-2.803 -15.838 0.00083
-2.782 -13.9354 0.00073
-2.761 -11.642 0.00062
-2.747 -9.7653 0.00052
-2.733 -7.7058 0.00042
-2.733 -6.0816 0.00034
-2.733 -4.0467 0.00024
-2.705 -2.3671 0.00015
-0.459 -0.3118 0.00005
0.057 1.2388 0.0001
0.042 3.3461 0.0002
0.057 5.0842 0.00029
0.035 6.995 0.00039
0.064 8.7612 0.00047
0.028 10.5334 0.00056
2.867 12.5076 0.00066
2.895 14.5214 0.00076
2.895 16.246 0.00085
2.895 18.2918 0.00095
2.916 20.4127 0.00106
2.938 22.3807 0.00115
3.368 24.3154 0.00125
3.658 26.7535 0.00137
3.912 28.8341 0.00148
4.18 31.0389 0.00159
4.449 32.9722 0.00168
4.738 35.3373 0.0018
5.014 37.4268 0.00191
5.282 40.0395 0.00204
5.571 42.2593 0.00215
5.882 44.4559 0.00226
6.15 46.9028 0.00238
6.433 49.0141 0.00249
6.758 51.4645 0.00261
7.054 53.8255 0.00273
7.351 56.5603 0.00286
7.647 58.9077 0.00298
8.001 61.3055 0.0031
8.332 63.5472 0.00321
8.128 61.7796 0.00312
7.916 60.4385 0.00306
7.746 58.6232 0.00297
7.549 57.2432 0.0029
7.372 55.8529 0.00283
7.167 54.3515 0.00275
6.984 52.6604 0.00267
6.779 51.3704 0.0026
6.624 49.6349 0.00252
6.433 48.3593 0.00245
6.235 46.8421 0.00238
6.045 45.4546 0.00231
5.875 43.8624 0.00223
5.684 42.4762 0.00216
5.508 41.0314 0.00209
5.345 39.4705 0.00201
5.155 38.1383 0.00194
4.971 36.7957 0.00187
4.837 35.2261 0.0018
4.646 34.0643 0.00174
4.47 32.5942 0.00166
4.35 31.2845 0.0016
4.166 29.9883 0.00153
3.997 28.5892 0.00146
3.799 27.3654 0.0014
3.658 26.0829 0.00134
3.46 24.5262 0.00126
3.008 23.3713 0.0012
2.994 22.1017 0.00114
2.994 20.7026 0.00107
2.98 19.4092 0.00101
2.98 18.2113 0.00095
2.966 16.9493 0.00088
2.966 15.8148 0.00083
2.966 14.4955 0.00076
2.938 13.4409 0.00071
2.938 12.2348 0.00065
2.938 11.1037 0.00059
2.923 9.9611 0.00053
2.923 8.7195 0.00047
2.902 7.7167 0.00042
2.895 6.5939 0.00037
2.895 5.4553 0.00031
2.867 4.2056 0.00025
2.881 3.1223 0.00019
2.846 2.0854 0.00014
2.796 0.9373 0.00008
0.113 -0.1699 0.00004
0.106 -1.127 0.00009
0.12 -2.2982 0.00015
0.113 -3.4136 0.00021
0.12 -4.7247 0.00027
0.12 -5.8169 0.00033
0.113 -7.083 0.00039
0.12 -8.1759 0.00044
0.113 -9.281 0.0005
0.113 -10.4564 0.00056
-2.719 -11.6072 0.00062
-2.719 -12.8296 0.00068
-2.719 -14.1046 0.00074
-2.719 -15.3298 0.0008
-2.726 -16.63 0.00087
-2.733 -17.9364 0.00093
-2.747 -19.2264 0.001
-2.747 -20.601 0.00107
-2.789 -21.9933 0.00113
-2.789 -23.2498 0.0012
-3.255 -24.5576 0.00126
-3.432 -25.8646 0.00133
-3.615 -27.3169 0.0014
-3.771 -28.7591 0.00147
-3.94 -30.0736 0.00154
-4.096 -31.4107 0.00161
-4.3 -33.1031 0.00169
-4.47 -34.327 0.00175
-4.661 -35.8393 0.00183
-4.844 -37.3933 0.0019
-5.035 -38.8934 0.00198
-5.211 -40.4263 0.00206
-5.416 -41.9236 0.00213
-5.607 -43.4401 0.00221
-5.797 -45.0616 0.00229
-5.988 -46.6252 0.00237
-6.186 -48.2569 0.00245
-6.383 -49.8389 0.00253
-6.588 -51.6889 0.00262
-6.779 -53.3548 0.0027
-6.97 -54.934 0.00278
-7.188 -56.5883 0.00286
-7.429 -58.0707 0.00294
-7.612 -59.8818 0.00303
-7.796 -61.5593 0.00311
-8.057 -62.3936 0.00315
